Year,Site,Transect,Code,Species,Common name,Family,Length cm,a,b,Biomass
2015,18th Palm,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,1,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,3,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,3,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,4,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,4,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Calabas,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Front Porch,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Front Porch,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Front Porch,3,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Front Porch,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Front Porch,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Reef Scientifico,1,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Reef Scientifico,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Oil Slick Leap,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Oil Slick Leap,4,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Karpata,2,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Karpata,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,Karpata,5,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,No Dive Reserve,1,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2015,No Dive Reserve,3,BlB,Myripristis jacobus ,Blackbar Soldierfish,Holocentridae,11,0.111,2.72,75.49
2017,18th Palm,5,NA,Lactophyrs triqueter,Smooth Trunkfish,Ostraciidae,14,0.04898,2.78,75.21
2017,Forest,3,NA,Lactophyrs triqueter,Smooth Trunkfish,Ostraciidae,14,0.04898,2.78,75.21
2015,18th Palm,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Calabas,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Front Porch,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Front Porch,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Front Porch,4,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Front Porch,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Forest,1,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Forest,5,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Reef Scientifico,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Barcadera,1,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Barcadera,2,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2015,Oil Slick Leap,3,GrB,Cephalopholis cruentata,Grasby,Serranidae,17,0.0135,3.0439,75.11
2017,Bachelor's Beach,3,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Windsock,2,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Forest,2,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Forest,7,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Barcadera,7,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Oil Slick Leap,7,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Karpata,1,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Karpata,6,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,No Dive Reserve,3,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,No Dive Reserve,3,NA,Cephalopholis cruentata,Graysby,Serranidae,17,0.0135,3.0439,75.11
2017,Bachelor's Beach,3,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,31,0.004,2.865,74.96
2017,Bachelor's Beach,6,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,31,0.004,2.865,74.96
2017,Barcadera,5,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,31,0.004,2.865,74.96
2017,Oil Slick Leap,7,NA,Paranthias furcifer,Creole Fish,Serranidae,17,0.0135,3.043,74.92
2015,Forest,4,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,16,0.0194,2.9779,74.74
2015,Reef Scientifico,3,ScH,Lutjanus apodus,Schoolmaster,Lutjanidae,16,0.0194,2.9779,74.74
2017,Reef Scientifico,4,NA,Lutjanus apodus,Schoolmaster,Lutjanidae,16,0.0194,2.9779,74.74
2015,18th Palm,5,GeS,Heteropriacanthus cruentatus,Glass-eye Snapper,Priacanthidae,18,0.0166,2.91,74.64
2015,Karpata,1,GeS,Heteropriacanthus cruentatus,Glass-eye Snapper,Priacanthidae,18,0.0166,2.91,74.64
2017,Forest,3,NA,Heteropriacanthus cruentatus,Glass Eye Snapper,Priacanthidae,18,0.0166,2.91,74.64
2015,Karpata,1,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,31,0.004,2.865,74.21
2015,Calabas,3,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,15,0.0562,2.6534,74.20
2015,Reef Scientifico,1,WhF,Cantherhines macrocerus,Whitespot Filefish,Monacanthidae,15,0.0562,2.6534,74.20
2017,Calabas,4,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,15,0.0562,2.6534,74.20
2017,Barcadera,6,NA,Cantherhines macrocerus,Whitespotted Filefish,Monacanthidae,15,0.0562,2.6534,74.20
2015,Reef Scientifico,2,BaL,Diodon holocanthus,Baloon Fish,Diodontidae,15,0.0219,3,73.91
2015,Forest,3,StF,Scorpaena plumieri,Scorpionfish,Scorpaenidae,17,0.0151,2.99,72.30
2017,Bachelor's Beach,4,NA,Abudefduf saxatilis,Sergeant Major,Pomacentridae,13,0.0227,3.142,71.79
2017,Bachelor's Beach,4,NA,Abudefduf saxatilis,Sergeant Major,Pomacentridae,13,0.0227,3.142,71.79
2017,Bachelor's Beach,4,NA,Abudefduf saxatilis,Sergeant Major,Pomacentridae,13,0.0227,3.142,71.79
2017,Forest,5,NA,Abudefduf saxatilis,Sergeant Major,Pomacentridae,13,0.0227,3.142,71.79
2017,Karpata,5,NA,Abudefduf saxatilis,Sergeant Major,Pomacentridae,13,0.0227,3.142,71.79
2015,Calabas,5,CoN,Cephalopholis fulva,Coney,Serranidae,16,0.0175,3,71.68
2015,Calabas,5,PuD,Halichoeres radiatus,Puddingwife,Labridae,17,0.0131,3.038,71.68
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Windsock,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,18th Palm,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,18th Palm,2,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,18th Palm,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Front Porch,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Forest,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Forest,3,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Forest,5,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2015,Barcadera,1,GtF,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.0098,3.14,71.37
2017,Bachelor's Beach,4,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,Windsock,7,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,18th Palm,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,Front Porch,3,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,Forest,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,2,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,No Dive Reserve,6,NA,Mulloidichthys martinicus,Goatfish,Mullidae,17,0.00977,3.14,71.37
2017,Windsock,7,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,18,0.01259,2.99,71.33
2017,Barcadera,2,NA,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,18,0.01259,2.99,71.33
2015,Bachelor's Beach,3,BaJ,Caranx ruber,Bar Jack,Carangidae,17,0.0074,3.237,71.15
2015,Reef Scientifico,4,BaJ,Caranx ruber,Bar Jack,Carangidae,17,0.0074,3.237,71.15
2015,Barcadera,3,BaJ,Caranx ruber,Bar Jack,Carangidae,17,0.0074,3.237,71.15
2017,Windsock,7,NA,Caranx ruber,Bar Jack,Carangidae,17,0.0074,3.237,71.15
2017,Front Porch,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,17,0.01,3.13,71.01
2017,Front Porch,3,NA,Halichoeres garnoti,Yellowhead Wrasse,Labridae,17,0.01,3.13,71.01
2015,Bachelor's Beach,1,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Reef Scientifico,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Reef Scientifico,5,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Barcadera,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Barcadera,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Barcadera,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Barcadera,4,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Barcadera,4,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Karpata,2,SmG,Haemulon chrysargyreum,Smallmouth Grunt,Haemulidae,11,0.3971,2.1567,69.96
2015,Windsock,2,Seel,Myrichthys breviceps,Sharptail Eel,Ophichthidae,40,0.0015,2.91,69.34
2015,Front Porch,5,Seel,Myrichthys breviceps,Sharptail Eel,Ophichthidae,40,0.0015,2.91,69.34
2015,Calabas,1,QuM,Pseudupeneus maculatus,Spotted Goatfish,Mullidae,17,0.01,3.12,69.02
2017,Windsock,2,NA,Pseudupeneus maculatus,Spotted Goatfish,Mullidae,17,0.01,3.12,69.02
2017,Bachelor's Beach,4,NA,Bodianus rufus,Spanish Hogfish,Labridae,16,0.0144,3.0532,68.36
2017,18th Palm,6,NA,Bodianus rufus,Spanish Hogfish,Labridae,16,0.0144,3.0532,68.36
2017,Reef Scientifico,3,NA,Bodianus rufus,Spanish Hogfish,Labridae,16,0.0144,3.0532,68.36
2017,Bachelor's Beach,1,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,68.24
2017,Bachelor's Beach,5,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,68.24
2017,18th Palm,4,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,68.24
2017,Reef Scientifico,3,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,68.24
2017,Reef Scientifico,4,NA,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,68.24
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,18th Palm,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Calabas,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Reef Scientifico,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Barcadera,5,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Oil Slick Leap,3,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Karpata,3,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,No Dive Reserve,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,No Dive Reserve,2,MgS,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Bachelor's Beach,4,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Windsock,3,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Windsock,3,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,Windsock,6,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2017,18th Palm,2,NA,Lutjanus mahogoni,Mahogany Snapper,Lutjanidae,15,0.0429,2.719,67.65
2015,Forest,5,TrF,Aulostomus maculatus,Trumpet Fish,Aulostomidae,30,0.004,2.865,67.55
2015,Windsock,4,LzF,Synodus intermedius,Lizardfish,Synodontidae,19,0.0099,2.99,66.13
2017,Windsock,2,NA,Holocentrus rufus,Longspine squirrelfish,Holocentridae,20,0.01148,2.89,66.06
2017,18th Palm,7,NA,Holocentrus rufus,Longspine squirrelfish,Holocentridae,20,0.01148,2.89,66.06
2017,No Dive Reserve,4,NA,Holocentrus rufus,Longspine squirrelfish,Holocentridae,20,0.01148,2.89,66.06
2017,No Dive Reserve,5,NA,Holocentrus rufus,Longspine squirrelfish,Holocentridae,20,0.01148,2.89,66.06
2015,Reef Scientifico,1,CrW,Clepticus parrae,Creole Wrasse,Labridae,18,0.0098,3.05,65.84
2015,Front Porch,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2015,Oil Slick Leap,3,FrG,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Bachelor's Beach,4,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Bachelor's Beach,5,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Bachelor's Beach,7,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,1,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Windsock,6,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,18th Palm,2,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,18th Palm,4,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,18th Palm,4,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Calabas,3,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Calabas,3,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Calabas,3,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
2017,Calabas,5,NA,Haemulon flavolineatum,French Grunt,Haemulidae,15,0.0127,3.1581,65.77
